RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
38203,Staten Island,2025,2,1,3,0,22,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,3,15,10,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,3,30,23,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,3,45,15,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,4,0,15,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,4,15,13,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,4,30,23,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,4,45,17,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,5,0,23,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,5,15,21,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,5,30,37,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,5,45,23,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,6,0,35,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,6,15,34,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,6,30,46,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,6,45,64,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,7,0,70,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,7,15,90,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,7,30,131,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,7,45,137,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,8,0,127,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,8,15,163,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,8,30,171,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,8,45,212,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,9,0,227,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,9,15,262,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,9,30,285,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,9,45,292,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,10,0,295,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,10,15,330,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,10,30,341,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,10,45,378,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,11,0,348,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
38203,Staten Island,2025,2,1,11,15,364,155310,POINT (937086.3003772319 145782.71481616),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,SB
