"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"02/22/2025 00:00:00","EST","CAPITL",61757,1514.0808
"02/22/2025 00:00:00","EST","CENTRL",61754,1962.9438
"02/22/2025 00:00:00","EST","DUNWOD",61760,725.0754
"02/22/2025 00:00:00","EST","GENESE",61753,1107.57
"02/22/2025 00:00:00","EST","HUD VL",61758,1218.642
"02/22/2025 00:00:00","EST","LONGIL",61762,2313.4035
"02/22/2025 00:00:00","EST","MHK VL",61756,1086.4691
"02/22/2025 00:00:00","EST","MILLWD",61759,354.0546
"02/22/2025 00:00:00","EST","N.Y.C.",61761,5645.6414
"02/22/2025 00:00:00","EST","NORTH",61755,558.3879
"02/22/2025 00:00:00","EST","WEST",61752,1657.5767
"02/22/2025 01:00:00","EST","CAPITL",61757,1482.0232
"02/22/2025 01:00:00","EST","CENTRL",61754,1926.655
"02/22/2025 01:00:00","EST","DUNWOD",61760,707.4677
"02/22/2025 01:00:00","EST","GENESE",61753,1089.0649
"02/22/2025 01:00:00","EST","HUD VL",61758,1190.6789
"02/22/2025 01:00:00","EST","LONGIL",61762,2236.7033
"02/22/2025 01:00:00","EST","MHK VL",61756,1062.9195
"02/22/2025 01:00:00","EST","MILLWD",61759,351.097
"02/22/2025 01:00:00","EST","N.Y.C.",61761,5470.5065
"02/22/2025 01:00:00","EST","NORTH",61755,558.7402
"02/22/2025 01:00:00","EST","WEST",61752,1629.5007
"02/22/2025 02:00:00","EST","CAPITL",61757,1464.4568
"02/22/2025 02:00:00","EST","CENTRL",61754,1909.6644
"02/22/2025 02:00:00","EST","DUNWOD",61760,692.5072
"02/22/2025 02:00:00","EST","GENESE",61753,1073.5045
"02/22/2025 02:00:00","EST","HUD VL",61758,1176.147
"02/22/2025 02:00:00","EST","LONGIL",61762,2185.0651
"02/22/2025 02:00:00","EST","MHK VL",61756,1053.2673
"02/22/2025 02:00:00","EST","MILLWD",61759,348.2388
"02/22/2025 02:00:00","EST","N.Y.C.",61761,5340.1258
"02/22/2025 02:00:00","EST","NORTH",61755,587.1768
"02/22/2025 02:00:00","EST","WEST",61752,1605.5855
"02/22/2025 03:00:00","EST","CAPITL",61757,1459.1987
"02/22/2025 03:00:00","EST","CENTRL",61754,1906.8246
"02/22/2025 03:00:00","EST","DUNWOD",61760,682.8651
"02/22/2025 03:00:00","EST","GENESE",61753,1069.366
"02/22/2025 03:00:00","EST","HUD VL",61758,1171.9217
"02/22/2025 03:00:00","EST","LONGIL",61762,2155.4444
"02/22/2025 03:00:00","EST","MHK VL",61756,1047.2649
"02/22/2025 03:00:00","EST","MILLWD",61759,347.6475
"02/22/2025 03:00:00","EST","N.Y.C.",61761,5257.1841
"02/22/2025 03:00:00","EST","NORTH",61755,580.201
"02/22/2025 03:00:00","EST","WEST",61752,1595.3812
"02/22/2025 04:00:00","EST","CAPITL",61757,1467.0142
"02/22/2025 04:00:00","EST","CENTRL",61754,1922.8148
"02/22/2025 04:00:00","EST","DUNWOD",61760,675.5199
"02/22/2025 04:00:00","EST","GENESE",61753,1078.3186
"02/22/2025 04:00:00","EST","HUD VL",61758,1173.2273
"02/22/2025 04:00:00","EST","LONGIL",61762,2154.3035
"02/22/2025 04:00:00","EST","MHK VL",61756,1050.9791
"02/22/2025 04:00:00","EST","MILLWD",61759,347.7964
"02/22/2025 04:00:00","EST","N.Y.C.",61761,5229.1697
"02/22/2025 04:00:00","EST","NORTH",61755,576.4251
"02/22/2025 04:00:00","EST","WEST",61752,1600.9284
"02/22/2025 05:00:00","EST","CAPITL",61757,1500.8942
"02/22/2025 05:00:00","EST","CENTRL",61754,1955.3497
"02/22/2025 05:00:00","EST","DUNWOD",61760,686.7475
"02/22/2025 05:00:00","EST","GENESE",61753,1097.5972
"02/22/2025 05:00:00","EST","HUD VL",61758,1192.5449
"02/22/2025 05:00:00","EST","LONGIL",61762,2199.4101
"02/22/2025 05:00:00","EST","MHK VL",61756,1068.9716
"02/22/2025 05:00:00","EST","MILLWD",61759,354.7082
"02/22/2025 05:00:00","EST","N.Y.C.",61761,5279.7256
"02/22/2025 05:00:00","EST","NORTH",61755,579.5424
"02/22/2025 05:00:00","EST","WEST",61752,1624.1094
"02/22/2025 06:00:00","EST","CAPITL",61757,1554.5283
"02/22/2025 06:00:00","EST","CENTRL",61754,2005.6211
"02/22/2025 06:00:00","EST","DUNWOD",61760,706.1264
"02/22/2025 06:00:00","EST","GENESE",61753,1144.447
"02/22/2025 06:00:00","EST","HUD VL",61758,1230.7298
"02/22/2025 06:00:00","EST","LONGIL",61762,2260.6498
"02/22/2025 06:00:00","EST","MHK VL",61756,1111.8258
"02/22/2025 06:00:00","EST","MILLWD",61759,373.5008
"02/22/2025 06:00:00","EST","N.Y.C.",61761,5416.8606
"02/22/2025 06:00:00","EST","NORTH",61755,590.3172
"02/22/2025 06:00:00","EST","WEST",61752,1717.2189
"02/22/2025 07:00:00","EST","CAPITL",61757,1578.3147
"02/22/2025 07:00:00","EST","CENTRL",61754,2006.2008
"02/22/2025 07:00:00","EST","DUNWOD",61760,716.7995
"02/22/2025 07:00:00","EST","GENESE",61753,1168.9194
"02/22/2025 07:00:00","EST","HUD VL",61758,1229.0587
"02/22/2025 07:00:00","EST","LONGIL",61762,2234.5962
"02/22/2025 07:00:00","EST","MHK VL",61756,1133.861
"02/22/2025 07:00:00","EST","MILLWD",61759,380.5256
"02/22/2025 07:00:00","EST","N.Y.C.",61761,5556.3013
"02/22/2025 07:00:00","EST","NORTH",61755,594.7942
"02/22/2025 07:00:00","EST","WEST",61752,1746.6922
"02/22/2025 08:00:00","EST","CAPITL",61757,1559.1511
"02/22/2025 08:00:00","EST","CENTRL",61754,1890.8655
"02/22/2025 08:00:00","EST","DUNWOD",61760,714.1325
"02/22/2025 08:00:00","EST","GENESE",61753,1138.1279
"02/22/2025 08:00:00","EST","HUD VL",61758,1126.5206
"02/22/2025 08:00:00","EST","LONGIL",61762,2126.9472
"02/22/2025 08:00:00","EST","MHK VL",61756,1126.1101
"02/22/2025 08:00:00","EST","MILLWD",61759,366.941
"02/22/2025 08:00:00","EST","N.Y.C.",61761,5658.2407
"02/22/2025 08:00:00","EST","NORTH",61755,583.6138
"02/22/2025 08:00:00","EST","WEST",61752,1748.4953
"02/22/2025 09:00:00","EST","CAPITL",61757,1482.6555
"02/22/2025 09:00:00","EST","CENTRL",61754,1761.7836
"02/22/2025 09:00:00","EST","DUNWOD",61760,702.5601
"02/22/2025 09:00:00","EST","GENESE",61753,1092.6826
"02/22/2025 09:00:00","EST","HUD VL",61758,993.4523
"02/22/2025 09:00:00","EST","LONGIL",61762,2010.0849
"02/22/2025 09:00:00","EST","MHK VL",61756,1079.1622
"02/22/2025 09:00:00","EST","MILLWD",61759,346.9519
"02/22/2025 09:00:00","EST","N.Y.C.",61761,5719.6635
"02/22/2025 09:00:00","EST","NORTH",61755,568.8734
"02/22/2025 09:00:00","EST","WEST",61752,1755.4689
"02/22/2025 10:00:00","EST","CAPITL",61757,1391.4694
"02/22/2025 10:00:00","EST","CENTRL",61754,1609.5847
"02/22/2025 10:00:00","EST","DUNWOD",61760,683.781
"02/22/2025 10:00:00","EST","GENESE",61753,1059.3031
"02/22/2025 10:00:00","EST","HUD VL",61758,899.8701
"02/22/2025 10:00:00","EST","LONGIL",61762,1904.8127
"02/22/2025 10:00:00","EST","MHK VL",61756,1041.1708
"02/22/2025 10:00:00","EST","MILLWD",61759,328.0286
"02/22/2025 10:00:00","EST","N.Y.C.",61761,5771.659
"02/22/2025 10:00:00","EST","NORTH",61755,554.6454
"02/22/2025 10:00:00","EST","WEST",61752,1764.6059
"02/22/2025 11:00:00","EST","CAPITL",61757,1314.0006
"02/22/2025 11:00:00","EST","CENTRL",61754,1511.3697
"02/22/2025 11:00:00","EST","DUNWOD",61760,664.3757
"02/22/2025 11:00:00","EST","GENESE",61753,1000.3802
"02/22/2025 11:00:00","EST","HUD VL",61758,839.4845
"02/22/2025 11:00:00","EST","LONGIL",61762,1831.9668
"02/22/2025 11:00:00","EST","MHK VL",61756,985.4116
"02/22/2025 11:00:00","EST","MILLWD",61759,312.9134
"02/22/2025 11:00:00","EST","N.Y.C.",61761,5769.6928
"02/22/2025 11:00:00","EST","NORTH",61755,638.3627
"02/22/2025 11:00:00","EST","WEST",61752,1720.938
"02/22/2025 12:00:00","EST","CAPITL",61757,1256.444
"02/22/2025 12:00:00","EST","CENTRL",61754,1443.178
"02/22/2025 12:00:00","EST","DUNWOD",61760,654.3617
"02/22/2025 12:00:00","EST","GENESE",61753,956.0035
"02/22/2025 12:00:00","EST","HUD VL",61758,805.0907
