"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"03/08/2024 00:00:00","EST","CAPITL",61757,1085.4149
"03/08/2024 00:00:00","EST","CENTRL",61754,1501.134
"03/08/2024 00:00:00","EST","DUNWOD",61760,525.3979
"03/08/2024 00:00:00","EST","GENESE",61753,940.0683
"03/08/2024 00:00:00","EST","HUD VL",61758,930.2807
"03/08/2024 00:00:00","EST","LONGIL",61762,1791.7047
"03/08/2024 00:00:00","EST","MHK VL",61756,738.1058
"03/08/2024 00:00:00","EST","MILLWD",61759,252.8089
"03/08/2024 00:00:00","EST","N.Y.C.",61761,4517.9171
"03/08/2024 00:00:00","EST","NORTH",61755,664.9485
"03/08/2024 00:00:00","EST","WEST",61752,1592.022
"03/08/2024 01:00:00","EST","CAPITL",61757,1060.346
"03/08/2024 01:00:00","EST","CENTRL",61754,1497.29
"03/08/2024 01:00:00","EST","DUNWOD",61760,508.6332
"03/08/2024 01:00:00","EST","GENESE",61753,928.3615
"03/08/2024 01:00:00","EST","HUD VL",61758,904.0258
"03/08/2024 01:00:00","EST","LONGIL",61762,1720.5111
"03/08/2024 01:00:00","EST","MHK VL",61756,718.3763
"03/08/2024 01:00:00","EST","MILLWD",61759,243.9445
"03/08/2024 01:00:00","EST","N.Y.C.",61761,4342.795
"03/08/2024 01:00:00","EST","NORTH",61755,663.2578
"03/08/2024 01:00:00","EST","WEST",61752,1585.9229
"03/08/2024 02:00:00","EST","CAPITL",61757,1052.3186
"03/08/2024 02:00:00","EST","CENTRL",61754,1492.2361
"03/08/2024 02:00:00","EST","DUNWOD",61760,507.0715
"03/08/2024 02:00:00","EST","GENESE",61753,928.3335
"03/08/2024 02:00:00","EST","HUD VL",61758,891.62
"03/08/2024 02:00:00","EST","LONGIL",61762,1680.8282
"03/08/2024 02:00:00","EST","MHK VL",61756,722.1462
"03/08/2024 02:00:00","EST","MILLWD",61759,240.5185
"03/08/2024 02:00:00","EST","N.Y.C.",61761,4222.5509
"03/08/2024 02:00:00","EST","NORTH",61755,664.6241
"03/08/2024 02:00:00","EST","WEST",61752,1565.6362
"03/08/2024 03:00:00","EST","CAPITL",61757,1059.24
"03/08/2024 03:00:00","EST","CENTRL",61754,1490.5786
"03/08/2024 03:00:00","EST","DUNWOD",61760,496.6333
"03/08/2024 03:00:00","EST","GENESE",61753,933.3673
