"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"12/10/2024 00:00:00","EST","CAPITL",61757,1287.862
"12/10/2024 00:00:00","EST","CENTRL",61754,1561.2791
"12/10/2024 00:00:00","EST","DUNWOD",61760,561.4077
"12/10/2024 00:00:00","EST","GENESE",61753,958.4586
"12/10/2024 00:00:00","EST","HUD VL",61758,957.9163
"12/10/2024 00:00:00","EST","LONGIL",61762,1793.5062
"12/10/2024 00:00:00","EST","MHK VL",61756,813.103
"12/10/2024 00:00:00","EST","MILLWD",61759,267.0786
"12/10/2024 00:00:00","EST","N.Y.C.",61761,4587.3722
"12/10/2024 00:00:00","EST","NORTH",61755,598.2167
"12/10/2024 00:00:00","EST","WEST",61752,1618.749
"12/10/2024 01:00:00","EST","CAPITL",61757,1262.0528
"12/10/2024 01:00:00","EST","CENTRL",61754,1505.6322
"12/10/2024 01:00:00","EST","DUNWOD",61760,540.2307
"12/10/2024 01:00:00","EST","GENESE",61753,937.217
"12/10/2024 01:00:00","EST","HUD VL",61758,924.4654
"12/10/2024 01:00:00","EST","LONGIL",61762,1699.4013
"12/10/2024 01:00:00","EST","MHK VL",61756,787.9586
"12/10/2024 01:00:00","EST","MILLWD",61759,259.9333
"12/10/2024 01:00:00","EST","N.Y.C.",61761,4400.3959
"12/10/2024 01:00:00","EST","NORTH",61755,591.2641
"12/10/2024 01:00:00","EST","WEST",61752,1583.2563
"12/10/2024 02:00:00","EST","CAPITL",61757,1248.5344
"12/10/2024 02:00:00","EST","CENTRL",61754,1495.6205
"12/10/2024 02:00:00","EST","DUNWOD",61760,523.1697
"12/10/2024 02:00:00","EST","GENESE",61753,923.0306
"12/10/2024 02:00:00","EST","HUD VL",61758,903.2768
"12/10/2024 02:00:00","EST","LONGIL",61762,1648.6746
"12/10/2024 02:00:00","EST","MHK VL",61756,772.8044
"12/10/2024 02:00:00","EST","MILLWD",61759,250.579
"12/10/2024 02:00:00","EST","N.Y.C.",61761,4279.8267
"12/10/2024 02:00:00","EST","NORTH",61755,587.5358
"12/10/2024 02:00:00","EST","WEST",61752,1571.8312
"12/10/2024 03:00:00","EST","CAPITL",61757,1246.2656
"12/10/2024 03:00:00","EST","CENTRL",61754,1505.4448
"12/10/2024 03:00:00","EST","DUNWOD",61760,513.5428
"12/10/2024 03:00:00","EST","GENESE",61753,918.8729
"12/10/2024 03:00:00","EST","HUD VL",61758,899.204
"12/10/2024 03:00:00","EST","LONGIL",61762,1630.1034
"12/10/2024 03:00:00","EST","MHK VL",61756,769.3601
"12/10/2024 03:00:00","EST","MILLWD",61759,250.6256
"12/10/2024 03:00:00","EST","N.Y.C.",61761,4231.2918
"12/10/2024 03:00:00","EST","NORTH",61755,592.268
"12/10/2024 03:00:00","EST","WEST",61752,1572.2829
"12/10/2024 04:00:00","EST","CAPITL",61757,1263.2572
"12/10/2024 04:00:00","EST","CENTRL",61754,1561.831
"12/10/2024 04:00:00","EST","DUNWOD",61760,520.3005
"12/10/2024 04:00:00","EST","GENESE",61753,938.799
"12/10/2024 04:00:00","EST","HUD VL",61758,912.4647
"12/10/2024 04:00:00","EST","LONGIL",61762,1670.5708
"12/10/2024 04:00:00","EST","MHK VL",61756,787.3123
"12/10/2024 04:00:00","EST","MILLWD",61759,253.4658
"12/10/2024 04:00:00","EST","N.Y.C.",61761,4266.9146
"12/10/2024 04:00:00","EST","NORTH",61755,592.6509
"12/10/2024 04:00:00","EST","WEST",61752,1586.2081
"12/10/2024 05:00:00","EST","CAPITL",61757,1311.6408
"12/10/2024 05:00:00","EST","CENTRL",61754,1641.8873
"12/10/2024 05:00:00","EST","DUNWOD",61760,552.7053
"12/10/2024 05:00:00","EST","GENESE",61753,993.3889
"12/10/2024 05:00:00","EST","HUD VL",61758,962.5727
"12/10/2024 05:00:00","EST","LONGIL",61762,1790.5892
"12/10/2024 05:00:00","EST","MHK VL",61756,838.3409
"12/10/2024 05:00:00","EST","MILLWD",61759,275.2322
"12/10/2024 05:00:00","EST","N.Y.C.",61761,4491.5332
"12/10/2024 05:00:00","EST","NORTH",61755,602.2147
"12/10/2024 05:00:00","EST","WEST",61752,1649.625
"12/10/2024 06:00:00","EST","CAPITL",61757,1439.6379
"12/10/2024 06:00:00","EST","CENTRL",61754,1811.0103
"12/10/2024 06:00:00","EST","DUNWOD",61760,615.4401
"12/10/2024 06:00:00","EST","GENESE",61753,1088.2317
"12/10/2024 06:00:00","EST","HUD VL",61758,1059.2097
"12/10/2024 06:00:00","EST","LONGIL",61762,1983.8376
"12/10/2024 06:00:00","EST","MHK VL",61756,925.4116
"12/10/2024 06:00:00","EST","MILLWD",61759,307.5974
"12/10/2024 06:00:00","EST","N.Y.C.",61761,4970.2421
"12/10/2024 06:00:00","EST","NORTH",61755,615.3782
"12/10/2024 06:00:00","EST","WEST",61752,1766.8704
"12/10/2024 07:00:00","EST","CAPITL",61757,1505.5178
"12/10/2024 07:00:00","EST","CENTRL",61754,1917.0012
"12/10/2024 07:00:00","EST","DUNWOD",61760,665.4947
"12/10/2024 07:00:00","EST","GENESE",61753,1156.5737
"12/10/2024 07:00:00","EST","HUD VL",61758,1130.7431
"12/10/2024 07:00:00","EST","LONGIL",61762,2131.0878
"12/10/2024 07:00:00","EST","MHK VL",61756,958.7808
"12/10/2024 07:00:00","EST","MILLWD",61759,329.3069
"12/10/2024 07:00:00","EST","N.Y.C.",61761,5424.4695
"12/10/2024 07:00:00","EST","NORTH",61755,615.5286
"12/10/2024 07:00:00","EST","WEST",61752,1856.2975
"12/10/2024 08:00:00","EST","CAPITL",61757,1502.3476
"12/10/2024 08:00:00","EST","CENTRL",61754,1906.2823
"12/10/2024 08:00:00","EST","DUNWOD",61760,685.5393
"12/10/2024 08:00:00","EST","GENESE",61753,1166.2273
"12/10/2024 08:00:00","EST","HUD VL",61758,1161.7879
"12/10/2024 08:00:00","EST","LONGIL",61762,2193.0779
"12/10/2024 08:00:00","EST","MHK VL",61756,969.9915
"12/10/2024 08:00:00","EST","MILLWD",61759,333.5672
"12/10/2024 08:00:00","EST","N.Y.C.",61761,5740.2103
"12/10/2024 08:00:00","EST","NORTH",61755,616.3595
"12/10/2024 08:00:00","EST","WEST",61752,1887.3873
"12/10/2024 09:00:00","EST","CAPITL",61757,1481.9815
"12/10/2024 09:00:00","EST","CENTRL",61754,1850.5594
"12/10/2024 09:00:00","EST","DUNWOD",61760,695.1112
"12/10/2024 09:00:00","EST","GENESE",61753,1143.0632
"12/10/2024 09:00:00","EST","HUD VL",61758,1178.3406
"12/10/2024 09:00:00","EST","LONGIL",61762,2233.6314
"12/10/2024 09:00:00","EST","MHK VL",61756,933.262
"12/10/2024 09:00:00","EST","MILLWD",61759,334.0502
"12/10/2024 09:00:00","EST","N.Y.C.",61761,5921.4279
"12/10/2024 09:00:00","EST","NORTH",61755,588.9384
"12/10/2024 09:00:00","EST","WEST",61752,1864.007
"12/10/2024 10:00:00","EST","CAPITL",61757,1469.669
"12/10/2024 10:00:00","EST","CENTRL",61754,1786.8796
"12/10/2024 10:00:00","EST","DUNWOD",61760,702.1401
"12/10/2024 10:00:00","EST","GENESE",61753,1123.4932
"12/10/2024 10:00:00","EST","HUD VL",61758,1191.8417
"12/10/2024 10:00:00","EST","LONGIL",61762,2259.5974
"12/10/2024 10:00:00","EST","MHK VL",61756,899.9155
"12/10/2024 10:00:00","EST","MILLWD",61759,338.6333
"12/10/2024 10:00:00","EST","N.Y.C.",61761,5992.3424
"12/10/2024 10:00:00","EST","NORTH",61755,580.5698
"12/10/2024 10:00:00","EST","WEST",61752,1865.6364
"12/10/2024 11:00:00","EST","CAPITL",61757,1463.8869
"12/10/2024 11:00:00","EST","CENTRL",61754,1781.4523
"12/10/2024 11:00:00","EST","DUNWOD",61760,707.1623
"12/10/2024 11:00:00","EST","GENESE",61753,1065.8803
"12/10/2024 11:00:00","EST","HUD VL",61758,1194.3784
"12/10/2024 11:00:00","EST","LONGIL",61762,2267.4621
"12/10/2024 11:00:00","EST","MHK VL",61756,871.4448
"12/10/2024 11:00:00","EST","MILLWD",61759,338.9911
"12/10/2024 11:00:00","EST","N.Y.C.",61761,6041.8333
"12/10/2024 11:00:00","EST","NORTH",61755,574.5681
"12/10/2024 11:00:00","EST","WEST",61752,1811.906
"12/10/2024 12:00:00","EST","CAPITL",61757,1481.048
"12/10/2024 12:00:00","EST","CENTRL",61754,1799.1855
"12/10/2024 12:00:00","EST","DUNWOD",61760,710.3652
"12/10/2024 12:00:00","EST","GENESE",61753,1089.2849
"12/10/2024 12:00:00","EST","HUD VL",61758,1187.1855
"12/10/2024 12:00:00","EST","LONGIL",61762,2282.6035
"12/10/2024 12:00:00","EST","MHK VL",61756,852.6841
"12/10/2024 12:00:00","EST","MILLWD",61759,340.6107
"12/10/2024 12:00:00","EST","N.Y.C.",61761,6070.4994
"12/10/2024 12:00:00","EST","NORTH",61755,570.4924
"12/10/2024 12:00:00","EST","WEST",61752,1802.4912
"12/10/2024 13:00:00","EST","CAPITL",61757,1507.886
"12/10/2024 13:00:00","EST","CENTRL",61754,1851.1506
"12/10/2024 13:00:00","EST","DUNWOD",61760,713.2727
"12/10/2024 13:00:00","EST","GENESE",61753,1139.9062
"12/10/2024 13:00:00","EST","HUD VL",61758,1188.3682
"12/10/2024 13:00:00","EST","LONGIL",61762,2308.659
"12/10/2024 13:00:00","EST","MHK VL",61756,846.9683
"12/10/2024 13:00:00","EST","MILLWD",61759,339.1028
"12/10/2024 13:00:00","EST","N.Y.C.",61761,6090.1959
"12/10/2024 13:00:00","EST","NORTH",61755,580.8605
"12/10/2024 13:00:00","EST","WEST",61752,1827.6003
"12/10/2024 14:00:00","EST","CAPITL",61757,1501.184
"12/10/2024 14:00:00","EST","CENTRL",61754,1885.8858
"12/10/2024 14:00:00","EST","DUNWOD",61760,710.2067
"12/10/2024 14:00:00","EST","GENESE",61753,1150.5642
"12/10/2024 14:00:00","EST","HUD VL",61758,1195.221
"12/10/2024 14:00:00","EST","LONGIL",61762,2320.5546
"12/10/2024 14:00:00","EST","MHK VL",61756,892.682
"12/10/2024 14:00:00","EST","MILLWD",61759,342.7038
"12/10/2024 14:00:00","EST","N.Y.C.",61761,6089.2152
"12/10/2024 14:00:00","EST","NORTH",61755,577.1404
"12/10/2024 14:00:00","EST","WEST",61752,1847.2303
"12/10/2024 15:00:00","EST","CAPITL",61757,1528.5567
"12/10/2024 15:00:00","EST","CENTRL",61754,1900.0442
"12/10/2024 15:00:00","EST","DUNWOD",61760,722.7891
"12/10/2024 15:00:00","EST","GENESE",61753,1169.1907
"12/10/2024 15:00:00","EST","HUD VL",61758,1217.5817
"12/10/2024 15:00:00","EST","LONGIL",61762,2376.5217
"12/10/2024 15:00:00","EST","MHK VL",61756,945.5582
"12/10/2024 15:00:00","EST","MILLWD",61759,349.296
"12/10/2024 15:00:00","EST","N.Y.C.",61761,6134.3798
"12/10/2024 15:00:00","EST","NORTH",61755,602.666
"12/10/2024 15:00:00","EST","WEST",61752,1867.9926
"12/10/2024 16:00:00","EST","CAPITL",61757,1607.3348
"12/10/2024 16:00:00","EST","CENTRL",61754,1941.4181
"12/10/2024 16:00:00","EST","DUNWOD",61760,754.1721
"12/10/2024 16:00:00","EST","GENESE",61753,1207.5792
"12/10/2024 16:00:00","EST","HUD VL",61758,1285.278
"12/10/2024 16:00:00","EST","LONGIL",61762,2518.7825
"12/10/2024 16:00:00","EST","MHK VL",61756,1003.8159
"12/10/2024 16:00:00","EST","MILLWD",61759,366.1101
"12/10/2024 16:00:00","EST","N.Y.C.",61761,6242.4046
"12/10/2024 16:00:00","EST","NORTH",61755,619.7597
"12/10/2024 16:00:00","EST","WEST",61752,1893.2534
"12/10/2024 17:00:00","EST","CAPITL",61757,1672.6436
"12/10/2024 17:00:00","EST","CENTRL",61754,2000.5898
"12/10/2024 17:00:00","EST","DUNWOD",61760,772.4164
"12/10/2024 17:00:00","EST","GENESE",61753,1244.6359
"12/10/2024 17:00:00","EST","HUD VL",61758,1321.8797
"12/10/2024 17:00:00","EST","LONGIL",61762,2612.1079
"12/10/2024 17:00:00","EST","MHK VL",61756,1040.8018
"12/10/2024 17:00:00","EST","MILLWD",61759,392.772
"12/10/2024 17:00:00","EST","N.Y.C.",61761,6252.8699
"12/10/2024 17:00:00","EST","NORTH",61755,630.7353
"12/10/2024 17:00:00","EST","WEST",61752,1911.0813
"12/10/2024 18:00:00","EST","CAPITL",61757,1667.2981
"12/10/2024 18:00:00","EST","CENTRL",61754,1966.1662
"12/10/2024 18:00:00","EST","DUNWOD",61760,768.3974
"12/10/2024 18:00:00","EST","GENESE",61753,1226.8557
"12/10/2024 18:00:00","EST","HUD VL",61758,1308.8624
"12/10/2024 18:00:00","EST","LONGIL",61762,2593.0373
"12/10/2024 18:00:00","EST","MHK VL",61756,1023.9536
"12/10/2024 18:00:00","EST","MILLWD",61759,396.7782
"12/10/2024 18:00:00","EST","N.Y.C.",61761,6096.0298
"12/10/2024 18:00:00","EST","NORTH",61755,608.0577
"12/10/2024 18:00:00","EST","WEST",61752,1900.9887
"12/10/2024 19:00:00","EST","CAPITL",61757,1627.9207
"12/10/2024 19:00:00","EST","CENTRL",61754,1925.314
"12/10/2024 19:00:00","EST","DUNWOD",61760,752.2612
"12/10/2024 19:00:00","EST","GENESE",61753,1202.0402
"12/10/2024 19:00:00","EST","HUD VL",61758,1279.3338
"12/10/2024 19:00:00","EST","LONGIL",61762,2530.6739
"12/10/2024 19:00:00","EST","MHK VL",61756,1002.7553
"12/10/2024 19:00:00","EST","MILLWD",61759,385.6454
"12/10/2024 19:00:00","EST","N.Y.C.",61761,5934.429
"12/10/2024 19:00:00","EST","NORTH",61755,595.6472
"12/10/2024 19:00:00","EST","WEST",61752,1894.9738
"12/10/2024 20:00:00","EST","CAPITL",61757,1584.8115
"12/10/2024 20:00:00","EST","CENTRL",61754,1874.1022
"12/10/2024 20:00:00","EST","DUNWOD",61760,728.5866
"12/10/2024 20:00:00","EST","GENESE",61753,1167.4697
"12/10/2024 20:00:00","EST","HUD VL",61758,1247.2388
"12/10/2024 20:00:00","EST","LONGIL",61762,2440.46
"12/10/2024 20:00:00","EST","MHK VL",61756,979.84
"12/10/2024 20:00:00","EST","MILLWD",61759,375.2617
"12/10/2024 20:00:00","EST","N.Y.C.",61761,5748.1963
"12/10/2024 20:00:00","EST","NORTH",61755,588.6037
"12/10/2024 20:00:00","EST","WEST",61752,1861.9346
"12/10/2024 21:00:00","EST","CAPITL",61757,1483.4756
"12/10/2024 21:00:00","EST","CENTRL",61754,1843.7958
"12/10/2024 21:00:00","EST","DUNWOD",61760,695.4785
"12/10/2024 21:00:00","EST","GENESE",61753,1106.2261
"12/10/2024 21:00:00","EST","HUD VL",61758,1189.1618
"12/10/2024 21:00:00","EST","LONGIL",61762,2297.538
"12/10/2024 21:00:00","EST","MHK VL",61756,929.4999
"12/10/2024 21:00:00","EST","MILLWD",61759,357.3296
"12/10/2024 21:00:00","EST","N.Y.C.",61761,5533.6031
"12/10/2024 21:00:00","EST","NORTH",61755,574.0301
"12/10/2024 21:00:00","EST","WEST",61752,1801.9242
"12/10/2024 22:00:00","EST","CAPITL",61757,1386.7785
"12/10/2024 22:00:00","EST","CENTRL",61754,1767.4325
"12/10/2024 22:00:00","EST","DUNWOD",61760,647.4906
"12/10/2024 22:00:00","EST","GENESE",61753,1025.9166
"12/10/2024 22:00:00","EST","HUD VL",61758,1100.1078
"12/10/2024 22:00:00","EST","LONGIL",61762,2113.8413
"12/10/2024 22:00:00","EST","MHK VL",61756,861.589
"12/10/2024 22:00:00","EST","MILLWD",61759,323.2762
"12/10/2024 22:00:00","EST","N.Y.C.",61761,5213.6706
"12/10/2024 22:00:00","EST","NORTH",61755,567.1545
"12/10/2024 22:00:00","EST","WEST",61752,1746.9009
"12/10/2024 23:00:00","EST","CAPITL",61757,1312.137
"12/10/2024 23:00:00","EST","CENTRL",61754,1672.0465
"12/10/2024 23:00:00","EST","DUNWOD",61760,598.852
"12/10/2024 23:00:00","EST","GENESE",61753,966.0488
"12/10/2024 23:00:00","EST","HUD VL",61758,1018.5398
"12/10/2024 23:00:00","EST","LONGIL",61762,1924.9522
"12/10/2024 23:00:00","EST","MHK VL",61756,803.4683
"12/10/2024 23:00:00","EST","MILLWD",61759,285.7391
"12/10/2024 23:00:00","EST","N.Y.C.",61761,4863.8907
"12/10/2024 23:00:00","EST","NORTH",61755,560.3881
"12/10/2024 23:00:00","EST","WEST",61752,1667.213
