"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/19/2024 00:00:00","EDT","CAPITL",61757,990.6871
"05/19/2024 00:00:00","EDT","CENTRL",61754,1319.1341
"05/19/2024 00:00:00","EDT","DUNWOD",61760,507.7376
"05/19/2024 00:00:00","EDT","GENESE",61753,868.8898
"05/19/2024 00:00:00","EDT","HUD VL",61758,821.1382
"05/19/2024 00:00:00","EDT","LONGIL",61762,1717.8109
"05/19/2024 00:00:00","EDT","MHK VL",61756,616.4264
"05/19/2024 00:00:00","EDT","MILLWD",61759,201.3217
"05/19/2024 00:00:00","EDT","N.Y.C.",61761,4328.6676
"05/19/2024 00:00:00","EDT","NORTH",61755,554.2429
"05/19/2024 00:00:00","EDT","WEST",61752,1448.1075
"05/19/2024 01:00:00","EDT","CAPITL",61757,944.044
"05/19/2024 01:00:00","EDT","CENTRL",61754,1293.7678
"05/19/2024 01:00:00","EDT","DUNWOD",61760,486.7338
"05/19/2024 01:00:00","EDT","GENESE",61753,831.9374
"05/19/2024 01:00:00","EDT","HUD VL",61758,779.6267
"05/19/2024 01:00:00","EDT","LONGIL",61762,1632.1619
"05/19/2024 01:00:00","EDT","MHK VL",61756,593.306
"05/19/2024 01:00:00","EDT","MILLWD",61759,189.1776
"05/19/2024 01:00:00","EDT","N.Y.C.",61761,4141.3753
"05/19/2024 01:00:00","EDT","NORTH",61755,546.5434
"05/19/2024 01:00:00","EDT","WEST",61752,1402.6735
"05/19/2024 02:00:00","EDT","CAPITL",61757,924.4134
"05/19/2024 02:00:00","EDT","CENTRL",61754,1257.0741
"05/19/2024 02:00:00","EDT","DUNWOD",61760,469.1487
"05/19/2024 02:00:00","EDT","GENESE",61753,806.2597
"05/19/2024 02:00:00","EDT","HUD VL",61758,748.8302
"05/19/2024 02:00:00","EDT","LONGIL",61762,1573.0477
"05/19/2024 02:00:00","EDT","MHK VL",61756,579.0017
"05/19/2024 02:00:00","EDT","MILLWD",61759,180.6284
"05/19/2024 02:00:00","EDT","N.Y.C.",61761,4002.8353
"05/19/2024 02:00:00","EDT","NORTH",61755,540.4949
"05/19/2024 02:00:00","EDT","WEST",61752,1374.639
